respondent_id,graduate_id,age_group,highest_education_level,programming_level_before,programming_level_after,employment_before,employment_after,employment_type_before,employment_type_after,it_before,it_after,programmer_after,continued_studying,post_training_study_type,course,cohort,improved_job_profile,interested_job_opportunities
600,552,Under 25,Secondary Complete,No Programming Knowledge,Junior,Employed,Employed,Own Business,Own Business,True,False,False,False,,FullStack JavaScript / Node.js,2021-1,Quite a Bit,False
601,1483,45+,Postgraduate Complete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Employed,Self-employed,Informal Worker,False,False,False,True,Free Quarterly Course;Paid Annual Course;Free Tertiary Education,FullStack Java,2020-2,Neutral,True
602,1987,25-34,Postgraduate Incomplete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Informal Worker,False,False,False,True,Free Quarterly Course;Free Annual Course,FullStack Java,2020-2,Quite a Bit,True
603,955,45+,Postgraduate Incomplete,Trainee,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Informal Worker,Self-employed,False,False,False,False,,Big Data,2021-1,A Lot,False
604,1652,45+,University Complete,Junior,Semi Senior,Employed,Employed,Own Business,Own Business,True,False,False,True,Free Annual Course;Paid University Education,FullStack Java,2021-2,Not at All,False
605,2619,25-34,Tertiary Incomplete,No Programming Knowledge,Junior,Employed,Employed,Employee,Informal Worker,False,False,False,False,,FullStack JavaScript / Node.js,2021-1,Neutral,True
606,2291,Under 25,Secondary Complete,Trainee,Trainee,Unemployed and Not Looking for Work,Employed,Own Business,Employee,False,True,True,True,Paid Tertiary Education;Other,FullStack Python,2021-1,Not at All,True
607,2516,25-34,University Complete,Trainee,Trainee,Employed,Employed,Own Business,Informal Worker,True,True,True,False,,FullStack Java,2022-1,Not at All,False
608,2584,35-44,University Incomplete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Own Business,Own Business,False,True,False,True,Other;Paid Quarterly Course,FullStack PHP,2020-2,A Lot,True
609,1039,45+,University Complete,Trainee,Trainee,Employed,Employed,Own Business,Own Business,False,True,False,False,,Testing QA,2021-2,Not at All,True
610,586,Under 25,Tertiary Incomplete,Junior,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Employee,Self-employed,False,False,False,True,Free University Education,UX/UI Design,2021-2,Not at All,True
611,2672,35-44,University Complete,No Programming Knowledge,Trainee,Employed,Employed,Employee,Self-employed,False,True,True,False,,UX/UI Design,2021-1,Quite a Bit,False
612,884,25-34,Tertiary Incomplete,Trainee,Junior,Unemployed and Not Looking for Work,Employed,Own Business,Own Business,False,True,False,True,Free Annual Course;Paid University Education,FullStack Python,2021-1,A Lot,True
613,254,Under 25,Secondary Complete,Junior,Semi Senior,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Informal Worker,False,False,False,False,,Testing QA,2021-2,Quite a Bit,False
614,931,25-34,Tertiary Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Employee,Own Business,False,True,False,True,Paid Quarterly Course,Testing QA,2021-1,Neutral,True
615,844,35-44,Secondary Complete,Junior,Junior,Employed,Employed,Employee,Own Business,False,False,False,False,,FullStack PHP,2020-2,Quite a Bit,True
616,1285,Under 25,Secondary Complete,Trainee,Trainee,Employed,Employed,Own Business,Own Business,True,True,True,True,Paid Quarterly Course;Free Quarterly Course,UX/UI Design,2020-2,A Lot,True
617,310,25-34,Tertiary Incomplete,Trainee,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Employee,Self-employed,False,False,False,True,Free Quarterly Course,FullStack Python,2021-2,A Lot,False
618,2827,25-34,Tertiary Incomplete,No Programming Knowledge,Junior,Employed,Employed,Employee,Self-employed,False,False,False,False,,Testing QA,2021-1,Neutral,True
619,2614,25-34,Secondary Complete,Trainee,Junior,Employed,Employed,Own Business,Informal Worker,True,False,False,False,,FullStack Java,2020-2,Quite a Bit,True
620,562,35-44,University Complete,Junior,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Own Business,Self-employed,False,False,False,True,Paid Annual Course,Testing QA,2022-1,A Lot,False
621,308,25-34,University Complete,Junior,Semi Senior,Employed,Employed,Self-employed,Employee,False,True,True,True,Other;Free Annual Course;Paid University Education,FullStack JavaScript / Node.js,2021-2,A Little,False
622,609,25-34,University Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Own Business,Informal Worker,False,False,False,True,Paid Quarterly Course;Paid University Education;Other,FullStack PHP,2021-1,Neutral,True
623,2051,Under 25,Secondary Incomplete,Semi Senior,Semi Senior,Employed,Employed,Informal Worker,Employee,False,True,True,True,Paid University Education,FullStack Java,2020-2,A Little,False
624,484,35-44,University Complete,Junior,Junior,Employed,Employed,Informal Worker,Informal Worker,False,True,True,False,,UX/UI Design,2020-2,Quite a Bit,True
625,2223,25-34,Tertiary Complete,Junior,Junior,Employed,Employed,Employee,Own Business,False,False,False,True,Paid Quarterly Course;Paid Annual Course,FullStack Java,2020-2,A Little,False
626,2515,Under 25,Secondary Complete,Trainee,Junior,Employed,Employed,Employee,Self-employed,False,True,False,True,Paid Tertiary Education,Big Data,2022-1,Neutral,False
627,600,25-34,Tertiary Incomplete,Junior,Junior,Retired,Retired,Own Business,Self-employed,False,False,False,True,Free Tertiary Education;Free University Education;Free Quarterly Course,Testing QA,2021-2,Quite a Bit,True
628,2699,Under 25,Secondary Complete,Junior,Junior,Unemployed and Looking for Work,Employed,Informal Worker,Self-employed,False,True,False,False,,FullStack Java,2020-2,Quite a Bit,True
629,2820,25-34,Tertiary Complete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Employed,Own Business,Own Business,False,False,False,True,Free Tertiary Education,FullStack JavaScript / Node.js,2022-1,Not at All,True
630,2347,25-34,University Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Self-employed,Employee,False,False,False,False,,Testing QA,2021-1,A Little,True
631,1491,Under 25,Secondary Incomplete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Own Business,Employee,False,False,False,False,,FullStack Java,2022-1,Quite a Bit,True
632,280,25-34,University Incomplete,Semi Senior,Semi Senior,Employed,Employed,Employee,Self-employed,False,True,True,True,Free Annual Course,FullStack JavaScript / Node.js,2020-2,A Lot,True
633,669,25-34,University Incomplete,Trainee,Trainee,Retired,Retired,Informal Worker,Own Business,False,False,False,True,Paid Tertiary Education;Paid University Education,FullStack PHP,2020-2,A Little,True
634,2679,25-34,University Incomplete,Trainee,Junior,Employed,Unemployed and Not Looking for Work,Informal Worker,Own Business,True,False,False,True,Free Tertiary Education,Big Data,2021-1,Quite a Bit,False
635,2433,25-34,Tertiary Complete,Trainee,Junior,Employed,Unemployed and Not Looking for Work,Own Business,Self-employed,False,False,False,True,Paid Annual Course;Paid Tertiary Education,UX/UI Design,2022-1,A Little,True
636,908,25-34,Secondary Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Employee,Employee,False,True,False,True,Free Tertiary Education;Free University Education,FullStack JavaScript / Node.js,2020-2,Neutral,False
637,2867,25-34,Tertiary Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Employee,False,False,False,False,,UX/UI Design,2020-2,A Lot,True
638,2209,35-44,Tertiary Complete,Trainee,Junior,Employed,Employed,Self-employed,Employee,True,False,False,True,Paid Annual Course;Other,FullStack Python,2021-1,Quite a Bit,False
639,1761,25-34,Tertiary Incomplete,Trainee,Trainee,Unemployed and Looking for Work,Employed,Informal Worker,Informal Worker,False,False,False,False,,FullStack PHP,2022-1,Quite a Bit,False
640,745,25-34,Postgraduate Incomplete,Junior,Junior,Employed,Unemployed and Not Looking for Work,Employee,Self-employed,False,False,False,False,,FullStack Java,2021-1,Quite a Bit,True
641,423,35-44,Secondary Complete,Trainee,Trainee,Employed,Unemployed and Looking for Work,Employee,Self-employed,False,False,False,False,,Big Data,2020-2,Quite a Bit,False
642,1961,Under 25,University Incomplete,No Programming Knowledge,Junior,Retired,Retired,Self-employed,Self-employed,False,False,False,True,Free University Education;Free Annual Course,FullStack Python,2020-2,Quite a Bit,True
643,2367,35-44,University Incomplete,Trainee,Junior,Unemployed and Looking for Work,Employed,Employee,Informal Worker,False,True,False,False,,Big Data,2022-1,Quite a Bit,False
644,313,25-34,University Incomplete,Senior,Senior,Unemployed and Looking for Work,Employed,Own Business,Self-employed,False,True,False,True,Free Quarterly Course;Free University Education;Paid Tertiary Education,FullStack Java,2021-2,Neutral,False
645,2716,Under 25,Tertiary Incomplete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Informal Worker,False,False,False,False,,Testing QA,2021-1,Neutral,False
646,252,Under 25,Secondary Complete,Trainee,Junior,Employed,Unemployed and Looking for Work,Employee,Own Business,True,False,False,False,,UX/UI Design,2022-1,Neutral,True
647,99,35-44,University Complete,No Programming Knowledge,Trainee,Retired,Retired,Informal Worker,Employee,False,False,False,True,Free Annual Course,FullStack JavaScript / Node.js,2020-2,Neutral,True
648,1007,35-44,Tertiary Complete,No Programming Knowledge,Semi Senior,Unemployed and Looking for Work,Employed,Employee,Informal Worker,False,False,False,True,Paid Annual Course;Free University Education;Free Annual Course,Big Data,2021-2,Quite a Bit,True
649,493,35-44,University Complete,Trainee,Junior,Unemployed and Not Looking for Work,Employed,Informal Worker,Own Business,False,False,False,True,Free Tertiary Education;Paid Annual Course;Free University Education,Big Data,2020-2,Quite a Bit,False
650,2341,45+,Secondary Incomplete,Junior,Junior,Unemployed and Looking for Work,Employed,Informal Worker,Employee,False,True,True,False,,Testing QA,2022-1,Quite a Bit,True
651,1096,25-34,University Incomplete,Trainee,Trainee,Employed,Employed,Own Business,Employee,True,True,False,True,Paid Quarterly Course;Free Quarterly Course,FullStack JavaScript / Node.js,2021-1,Neutral,False
652,2784,Under 25,Secondary Complete,Trainee,Trainee,Employed,Employed,Self-employed,Self-employed,True,False,False,False,,FullStack PHP,2021-2,Quite a Bit,False
653,1507,25-34,University Incomplete,No Programming Knowledge,Junior,Retired,Retired,Own Business,Employee,False,False,False,False,,FullStack JavaScript / Node.js,2021-2,Neutral,True
654,348,Under 25,University Incomplete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Informal Worker,Self-employed,False,False,False,False,,Testing QA,2022-1,Quite a Bit,True
655,1958,Under 25,Tertiary Complete,Senior,Senior,Employed,Employed,Self-employed,Self-employed,False,True,True,False,,Testing QA,2020-2,Quite a Bit,True
656,1680,Under 25,Secondary Complete,No Programming Knowledge,Trainee,Employed,Employed,Self-employed,Own Business,False,False,False,True,Free Tertiary Education;Free Annual Course,Testing QA,2020-2,Not at All,False
657,2317,25-34,Tertiary Incomplete,Junior,Trainee,Employed,Employed,Own Business,Employee,False,True,False,True,Other;Paid Tertiary Education;Free Tertiary Education,FullStack Java,2021-2,Quite a Bit,True
658,1338,45+,Tertiary Complete,No Programming Knowledge,Trainee,Employed,Employed,Self-employed,Employee,False,True,False,True,Free Tertiary Education,FullStack JavaScript / Node.js,2021-1,A Lot,True
659,1592,25-34,University Incomplete,Junior,Junior,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Own Business,Own Business,False,False,False,True,Free Tertiary Education;Free University Education,Testing QA,2021-1,Quite a Bit,True
660,165,25-34,University Complete,Trainee,Trainee,Employed,Employed,Employee,Employee,False,False,False,True,Free Quarterly Course;Paid Quarterly Course,FullStack Java,2021-2,A Lot,False
661,2506,35-44,Secondary Complete,Junior,Junior,Unemployed and Not Looking for Work,Unemployed and Not Looking for Work,Informal Worker,Own Business,False,False,False,False,,FullStack JavaScript / Node.js,2021-2,Quite a Bit,True
662,2563,35-44,Tertiary Incomplete,Semi Senior,Semi Senior,Unemployed and Looking for Work,Employed,Informal Worker,Own Business,False,True,True,True,Free Tertiary Education;Free Annual Course,FullStack Java,2021-1,Neutral,True
663,375,35-44,University Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Own Business,Informal Worker,True,True,True,False,,UX/UI Design,2021-2,Quite a Bit,True
664,2522,35-44,Postgraduate Incomplete,No Programming Knowledge,Trainee,Unemployed and Not Looking for Work,Unemployed and Not Looking for Work,Employee,Informal Worker,False,False,False,True,Other;Free Annual Course,FullStack JavaScript / Node.js,2021-1,Not at All,False
665,19,25-34,University Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Employee,Own Business,False,True,False,True,Free Annual Course;Free University Education;Paid University Education,Testing QA,2020-2,A Little,True
666,768,25-34,University Incomplete,Trainee,Junior,Unemployed and Looking for Work,Employed,Employee,Employee,False,False,False,True,Paid Annual Course;Paid Tertiary Education,FullStack JavaScript / Node.js,2022-1,A Little,False
667,1027,Under 25,Secondary Complete,Trainee,Trainee,Employed,Employed,Own Business,Own Business,False,False,False,True,Other;Paid Tertiary Education,FullStack Python,2022-1,Quite a Bit,True
668,2385,25-34,University Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Own Business,Self-employed,True,True,True,True,Free Tertiary Education;Paid Annual Course;Paid Tertiary Education,FullStack JavaScript / Node.js,2022-1,Quite a Bit,True
669,2436,35-44,University Incomplete,Junior,Semi Senior,Employed,Employed,Employee,Own Business,False,True,False,False,,FullStack JavaScript / Node.js,2020-2,Quite a Bit,False
670,1460,25-34,University Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Informal Worker,Informal Worker,True,True,True,True,Free Quarterly Course;Paid University Education;Free University Education,FullStack JavaScript / Node.js,2021-1,Neutral,True
671,1498,45+,University Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Employee,Self-employed,False,True,True,False,,FullStack Java,2022-1,Quite a Bit,True
672,1581,25-34,University Incomplete,Junior,Junior,Employed,Employed,Informal Worker,Employee,False,False,False,True,Free Tertiary Education,FullStack PHP,2021-2,A Lot,False
